40 1 40 40 32
40 2 79 67 21
40 3 117 79 6
40 4 154 99 27
40 5 190 110 35
40 6 225 108 32
40 7 259 116 34
40 8 292 125 35
40 9 324 128 40
40 10 355 136 37
40 11 385 145 31
40 12 414 148 40
40 13 442 143 37
40 14 469 147 38
40 15 495 149 38
40 16 520 151 39
40 17 544 155 39
40 18 567 158 39
40 19 589 166 36
40 20 610 167 38
40 21 630 165 40
40 22 649 169 39
40 23 667 166 40
40 24 684 168 40
40 25 700 169 39
40 26 715 170 40
40 27 729 174 40
40 28 742 174 40
40 29 754 172 40
40 30 765 174 40
40 31 775 174 40
40 32 784 177 38
40 33 792 179 40
40 34 799 177 40
40 35 805 179 40
40 36 810 179 40
40 37 814 181 40
40 38 817 183 40
40 39 819 183 40
40 40 820 183 40
