50 1 50 50 2
50 2 99 93 12
50 3 147 99 36
50 4 194 113 50
50 5 240 116 49
50 6 285 136 47
50 7 329 146 44
50 8 372 150 49
50 9 414 155 47
50 10 455 175 47
50 11 495 168 49
50 12 534 186 45
50 13 572 183 48
50 14 609 188 45
50 15 645 189 49
50 16 680 194 49
50 17 714 201 44
50 18 747 198 50
50 19 779 205 50
50 20 810 214 47
50 21 840 214 44
50 22 869 215 50
50 23 897 217 49
50 24 924 214 50
50 25 950 217 50
50 26 975 219 50
50 27 999 224 48
50 28 1022 224 48
50 29 1044 224 49
50 30 1065 224 50
50 31 1085 224 50
50 32 1104 227 49
50 33 1122 226 50
50 34 1139 234 49
50 35 1155 232 50
50 36 1170 233 50
50 37 1184 235 50
50 38 1197 236 50
50 39 1209 237 48
50 40 1220 240 50
50 41 1230 240 50
50 42 1239 239 50
50 43 1247 238 50
50 44 1254 241 50
50 45 1260 242 50
50 46 1265 243 49
50 47 1269 243 50
50 48 1272 242 50
50 49 1274 242 50
50 50 1275 243 50
