80 1 80 80 66
80 2 159 117 67
80 3 237 159 50
80 4 314 191 80
80 5 390 202 75
80 6 465 219 64
80 7 539 236 66
80 8 612 239 78
80 9 684 252 78
80 10 755 272 78
80 11 825 302 80
80 12 894 303 79
80 13 962 301 66
80 14 1029 309 80
80 15 1095 309 76
80 16 1160 318 76
80 17 1224 317 76
80 18 1287 320 80
80 19 1349 345 73
80 20 1410 340 78
80 21 1470 333 75
80 22 1529 334 79
80 23 1587 354 80
80 24 1644 366 79
80 25 1700 368 80
80 26 1755 365 78
80 27 1809 363 80
80 28 1862 370 79
80 29 1914 374 78
80 30 1965 374 80
80 31 2015 374 78
80 32 2064 378 77
80 33 2112 376 80
80 34 2159 392 74
80 35 2205 388 80
80 36 2250 388 79
80 37 2294 395 79
80 38 2337 401 78
80 39 2379 406 80
80 40 2420 403 79
80 41 2460 410 80
80 42 2499 405 80
80 43 2537 404 79
80 44 2574 413 80
80 45 2610 413 80
80 46 2645 411 79
80 47 2679 414 79
80 48 2712 406 79
80 49 2744 419 80
80 50 2775 413 78
80 51 2805 417 79
80 52 2834 422 78
80 53 2862 413 80
80 54 2889 419 80
80 55 2915 419 78
80 56 2940 423 80
80 57 2964 420 80
80 58 2987 423 80
80 59 3009 423 78
80 60 3030 423 80
80 61 3050 423 78
80 62 3069 423 80
80 63 3087 423 79
80 64 3104 427 80
80 65 3120 426 80
80 66 3135 426 80
80 67 3149 428 80
80 68 3162 431 80
80 69 3174 431 80
80 70 3185 432 80
80 71 3195 433 80
80 72 3204 434 80
80 73 3212 437 80
80 74 3219 436 80
80 75 3225 436 80
80 76 3230 440 80
80 77 3234 437 80
80 78 3237 440 80
80 79 3239 440 80
80 80 3240 440 80
