60 1 60 60 22
60 2 119 96 34
60 3 177 119 51
60 4 234 149 54
60 5 290 159 58
60 6 345 175 46
60 7 399 176 59
60 8 452 182 60
60 9 504 196 57
60 10 555 215 58
60 11 605 215 50
60 12 654 217 53
60 13 702 221 58
60 14 749 227 58
60 15 795 229 60
60 16 840 235 59
60 17 884 244 56
60 18 927 255 60
60 19 969 246 59
60 20 1010 250 57
60 21 1050 263 56
60 22 1089 256 60
60 23 1127 262 59
60 24 1164 265 60
60 25 1200 272 47
60 26 1235 266 58
60 27 1269 268 60
60 28 1302 269 60
60 29 1334 273 59
60 30 1365 274 60
60 31 1395 274 59
60 32 1424 277 59
60 33 1452 278 60
60 34 1479 284 57
60 35 1505 283 59
60 36 1530 286 58
60 37 1554 285 60
60 38 1577 291 57
60 39 1599 288 59
60 40 1620 294 59
60 41 1640 290 60
60 42 1659 295 60
60 43 1677 294 59
60 44 1694 300 58
60 45 1710 296 60
60 46 1725 298 60
60 47 1739 298 60
60 48 1752 299 60
60 49 1764 302 60
60 50 1775 302 59
60 51 1785 302 60
60 52 1794 303 59
60 53 1802 303 60
60 54 1809 302 60
60 55 1815 302 60
60 56 1820 303 60
60 57 1824 303 60
60 58 1827 303 60
60 59 1829 303 60
60 60 1830 303 60
