100 1 0 0 0
100 2 2 2 2
100 3 7 5 5
100 4 14 9 8
100 5 22 13 14
100 6 34 20 16
100 7 37 24 21
100 8 49 31 26
100 9 61 34 32
100 10 73 36 39
100 11 80 50 40
100 12 89 60 46
100 13 100 54 67
100 14 137 66 61
100 15 140 72 64
100 16 158 69 68
100 17 151 77 86
100 18 193 79 83
100 19 193 90 108
100 20 228 109 101
100 21 221 120 103
100 22 224 112 119
100 23 242 146 114
100 24 248 142 131
100 25 290 172 133
100 26 327 153 155
100 27 318 152 155
100 28 325 152 165
100 29 336 162 169
100 30 365 175 165
100 31 386 222 201
100 32 419 187 192
100 33 410 232 184
100 34 402 203 220
100 35 473 261 263
100 36 580 219 220
100 37 488 235 226
100 38 509 262 222
100 39 535 270 228
100 40 571 258 265
100 41 542 334 276
100 42 638 279 306
100 43 661 311 308
100 44 628 277 306
100 45 653 332 288
100 46 653 345 280
100 47 627 295 342
100 48 736 347 316
100 49 697 343 391
100 50 797 342 341
100 51 741 319 329
100 52 771 390 367
100 53 818 486 349
100 54 839 374 412
100 55 858 359 366
100 56 790 476 366
100 57 923 478 383
100 58 861 465 427
100 59 920 445 389
100 60 902 427 406
100 61 871 517 501
100 62 1026 410 482
100 63 1021 489 444
100 64 1156 606 448
100 65 1057 494 449
100 66 1129 538 551
100 67 1113 499 524
100 68 1147 501 484
100 69 1156 494 491
100 70 1108 518 601
100 71 1208 503 502
100 72 1151 550 586
100 73 1361 592 519
100 74 1252 595 611
100 75 1333 680 567
100 76 1276 632 597
100 77 1511 584 552
100 78 1384 586 573
100 79 1316 653 549
100 80 1226 622 676
100 81 1452 638 768
100 82 1604 685 633
100 83 1508 716 612
100 84 1606 742 659
100 85 1503 722 658
100 86 1786 779 624
100 87 1463 675 667
100 88 1596 656 679
100 89 1573 795 784
100 90 1751 760 667
100 91 1604 736 672
100 92 1574 741 845
100 93 1679 819 718
100 94 1751 916 775
100 95 1604 739 737
100 96 1733 1045 886
100 97 1891 752 761
100 98 1691 917 722
100 99 1700 815 764
100 100 1714 847 790
