100 1 0 0 0 0
100 2 2 2 2 3
100 3 8 5 5 8
100 4 17 9 8 12
100 5 24 12 12 16
100 6 36 17 16 24
100 7 45 21 23 27
100 8 52 33 29 32
100 9 75 33 35 38
100 10 77 38 38 42
100 11 94 46 46 54
100 12 104 49 59 59
100 13 116 53 51 72
100 14 136 59 65 79
100 15 149 77 65 85
100 16 165 67 73 88
100 17 171 86 77 95
100 18 195 120 91 100
100 19 200 92 86 129
100 20 239 120 95 122
100 21 265 118 101 118
100 22 252 116 108 140
100 23 268 124 113 141
100 24 286 133 132 152
100 25 290 138 132 164
100 26 318 150 142 178
100 27 374 149 155 171
100 28 395 170 172 198
100 29 391 180 161 175
100 30 397 207 165 199
100 31 382 189 189 203
100 32 399 203 211 217
100 33 466 190 183 237
100 34 463 207 209 245
100 35 491 226 260 292
100 36 522 218 212 269
100 37 526 257 222 274
100 38 529 225 227 252
100 39 526 251 249 309
100 40 606 252 275 284
100 41 578 248 252 294
100 42 669 277 281 346
100 43 656 307 255 337
100 44 703 308 264 325
100 45 750 365 295 322
100 46 676 328 287 340
100 47 691 306 375 394
100 48 796 375 387 402
100 49 783 348 330 408
100 50 805 335 345 450
100 51 903 358 396 391
100 52 855 390 336 436
100 53 864 475 418 487
100 54 929 371 375 403
100 55 892 365 371 415
100 56 896 376 382 456
100 57 897 424 413 466
100 58 1090 452 401 475
100 59 965 446 421 462
100 60 1013 404 440 497
100 61 992 434 424 543
100 62 1037 500 461 521
100 63 1041 509 487 486
100 64 1088 472 438 519
100 65 1074 544 478 555
100 66 1119 554 483 563
100 67 1164 474 476 636
100 68 1274 512 511 552
100 69 1149 488 473 559
100 70 1169 556 562 632
100 71 1322 516 563 634
100 72 1412 561 588 593
100 73 1256 541 558 619
100 74 1516 558 536 622
100 75 1290 544 610 614
100 76 1328 578 551 638
100 77 1349 528 577 686
100 78 1489 579 562 644
100 79 1700 609 603 660
100 80 1491 673 587 697
100 81 1501 631 600 670
100 82 1611 669 672 711
100 83 1400 658 686 693
100 84 1482 730 726 762
100 85 1524 712 658 749
100 86 1709 710 686 706
100 87 1482 719 723 734
100 88 1522 704 751 763
100 89 1533 745 696 787
100 90 1640 778 777 781
100 91 1569 680 829 983
100 92 1977 810 872 972
100 93 1919 730 827 814
100 94 1686 752 734 872
100 95 1813 767 789 971
100 96 1877 762 701 996
100 97 2087 793 823 897
100 98 1882 785 921 903
100 99 1999 865 855 943
100 100 2008 835 844 936
100 101 1999 891 778 942
100 102 2217 889 911 1126
100 103 2147 875 755 986
100 104 2022 791 904 920
100 105 1865 887 799 951
100 106 1938 976 983 996
100 107 2171 858 870 977
100 108 2011 916 855 1033
100 109 2141 960 929 1037
100 110 2469 958 889 1110
100 111 2252 915 939 1184
100 112 2445 921 1071 1139
100 113 2470 1023 1027 1177
100 114 2423 1139 1009 1103
100 115 2314 978 1007 1042
100 116 2250 957 1091 1123
100 117 2224 1110 920 1113
100 118 2461 1001 914 1201
100 119 2534 1111 1021 1190
100 120 2457 1067 1042 1071
100 121 2477 1288 1115 1133
100 122 2555 1015 1046 1072
100 123 2299 1213 1007 1215
100 124 2549 1174 1071 1179
100 125 2498 1044 1062 1225
100 126 2889 1176 1196 1194
100 127 2589 1102 1083 1201
100 128 2635 1084 1472 1199
100 129 2618 1286 1146 1378
100 130 2705 1201 1054 1293
100 131 2567 1188 1171 1258
100 132 2715 1121 1061 1343
100 133 2979 1209 1090 1236
100 134 2736 1093 1263 1293
100 135 2918 1204 1112 1388
100 136 2944 1154 1197 1310
100 137 3009 1180 1235 1337
100 138 3085 1365 1216 1316
100 139 2805 1307 1260 1323
100 140 2907 1340 1359 1320
100 141 3026 1167 1171 1504
100 142 3008 1351 1227 1320
100 143 2888 1402 1267 1461
100 144 2884 1319 1205 1351
100 145 2961 1376 1204 1482
100 146 3013 1303 1357 1521
100 147 3288 1648 1249 1494
100 148 3040 1298 1545 1477
100 149 3287 1427 1356 1541
100 150 3218 1396 1431 1473
100 151 3285 1502 1580 1591
100 152 3328 1427 1302 1508
100 153 3073 1568 1356 1485
100 154 3124 1550 1362 1653
100 155 3322 1328 1306 1770
100 156 3390 1389 1375 1485
100 157 3081 1574 1418 1641
100 158 3533 1416 1388 1756
100 159 3474 1622 1426 1663
100 160 3376 1407 1428 1549
100 161 3482 1598 1556 1599
100 162 3329 1422 1488 1635
100 163 3490 1454 1410 1635
100 164 4033 1745 1560 1871
100 165 3516 1526 1648 1716
100 166 3717 1477 1446 1603
100 167 3409 1584 1676 1696
100 168 3583 1504 1501 1724
100 169 3611 1572 1478 1773
100 170 3766 1621 1900 1749
100 171 3870 1723 1774 1841
100 172 4175 1520 1676 1904
100 173 3821 1722 1551 1811
100 174 3792 1567 1842 1930
100 175 4172 1630 1538 1721
100 176 3702 2135 1752 1942
100 177 4044 1671 1661 1710
100 178 3645 1816 1699 1757
100 179 4021 1759 1594 1860
100 180 3892 1849 1721 1902
100 181 3811 1633 1753 1992
100 182 4018 1733 1694 1850
100 183 4253 1701 1686 2217
100 184 4120 1741 1845 1850
100 185 4246 1667 1725 1839
100 186 3847 1631 1735 1928
100 187 4232 1804 1866 1958
100 188 4217 2032 1714 1933
100 189 4273 2164 1709 1837
100 190 3937 1796 1618 2099
100 191 4349 1927 1769 1855
100 192 4039 1774 1695 2193
100 193 4273 1743 2095 1992
100 194 4375 1820 2126 2034
100 195 4449 1892 1952 1977
100 196 4079 1925 1749 2402
100 197 4856 1975 2170 2044
100 198 4519 2079 1833 2179
100 199 4439 1981 1844 2165
100 200 4555 1997 1953 2110
100 201 4320 1899 1970 2442
100 202 5022 2055 1954 2135
100 203 4493 2146 2027 2032
100 204 4813 2238 1959 2292
100 205 4839 1931 1892 2192
100 206 4422 2137 1887 2261
100 207 4658 2123 1984 2349
100 208 4918 1914 1913 2107
100 209 4490 2175 1974 2295
100 210 4860 2067 2027 2194
100 211 4684 2084 2160 2344
100 212 5035 2219 1959 2161
100 213 4916 2268 2182 2350
100 214 5025 2501 2056 2359
100 215 4858 2123 2073 2237
100 216 5145 2191 2098 2203
100 217 4850 2085 2217 2436
100 218 5101 2160 2044 2581
100 219 5217 2081 2210 2488
100 220 5117 2004 2137 2364
100 221 5432 2216 2099 2448
100 222 5214 2294 2174 2359
100 223 5507 2284 2154 2380
100 224 5943 2171 2190 2489
100 225 5110 2079 2019 2421
100 226 5646 2203 2191 2492
100 227 5097 2203 2288 2552
100 228 5582 2271 2168 2391
100 229 5191 2174 2342 2435
100 230 5262 2375 2207 2650
100 231 5725 2297 2510 2665
100 232 5654 2436 2360 2471
100 233 5529 2309 2466 2795
100 234 5537 2324 2203 2549
100 235 5267 2402 2382 2600
100 236 5381 2544 2314 2497
100 237 5633 2514 2318 2708
100 238 5450 2829 2489 2677
100 239 5647 2239 2235 2603
100 240 5774 2394 2715 2539
100 241 5487 2430 2228 2618
100 242 6013 2573 2295 2630
100 243 5940 2536 2509 2918
100 244 5944 2431 2480 2943
100 245 5801 2706 2472 3087
100 246 6109 2409 2319 2678
100 247 5870 2619 2442 2775
100 248 6026 2596 2324 2790
100 249 5927 2738 2475 2736
100 250 5965 2583 2625 2809
100 251 6126 2430 2595 2789
100 252 5931 2842 2541 2722
100 253 5940 2541 2514 2764
100 254 6062 2906 2684 2824
100 255 5886 2474 2443 2684
100 256 6305 2771 2443 2682
100 257 5922 2519 2601 2716
100 258 6042 3089 2610 2766
100 259 5925 2969 2511 2812
100 260 5780 2702 2690 2881
100 261 6083 2854 2445 2840
100 262 6591 2736 2835 3005
100 263 6077 2875 2674 3018
100 264 6265 3302 2654 3142
100 265 6583 2795 3246 3014
100 266 6382 2516 2646 3533
100 267 6816 2810 2741 3274
100 268 6962 2830 2623 2865
100 269 6173 2980 2652 2797
100 270 6442 2718 2661 3118
100 271 6862 2745 2690 3004
100 272 6778 2720 2665 3378
100 273 6776 2784 2889 2924
100 274 6200 3008 2628 3023
100 275 6137 2898 2691 3206
100 276 6850 2836 2878 3289
100 277 6714 2886 2833 3133
100 278 6611 2786 2664 3036
100 279 7225 3021 2712 3026
100 280 6550 2698 2824 2961
100 281 6626 3059 2970 3053
100 282 6787 2879 2775 3376
100 283 6870 2927 2767 3040
100 284 6734 3083 2898 3040
100 285 7104 3110 3172 3234
100 286 6772 2921 2913 3403
100 287 7400 3038 2861 3204
100 288 7133 2840 2877 3253
100 289 7433 3665 2897 3247
100 290 7143 3111 2848 3248
100 291 7059 3220 2934 3266
100 292 6882 3098 2866 3375
100 293 7435 3284 2952 3691
100 294 7124 3029 3031 3202
100 295 6973 2943 3045 3836
100 296 7728 3200 2977 3416
100 297 7175 3272 3651 3465
100 298 7594 3322 3278 3396
100 299 7336 4060 3382 3281
100 300 7377 3189 3086 3520
100 301 7322 3540 3142 3838
100 302 8068 3052 3308 3336
100 303 6953 3078 2905 3217
100 304 7471 3186 3254 3478
100 305 7755 3547 3278 3937
100 306 7817 3296 3023 3313
100 307 7616 3595 2937 3439
100 308 7328 3331 3101 3615
100 309 7739 3305 3139 3437
100 310 7408 3618 3119 4066
100 311 8404 3240 3137 3599
100 312 7568 3061 3221 3579
100 313 7635 3506 3344 3393
100 314 7685 
