50 1 50 50 41
50 2 99 96 39
50 3 147 99 47
50 4 194 136 40
50 5 240 113 44
50 6 285 138 44
50 7 329 146 42
50 8 372 156 42
50 9 414 165 48
50 10 455 169 46
50 11 495 180 39
50 12 534 175 50
50 13 572 181 49
50 14 609 188 45
50 15 645 189 49
50 16 680 190 50
50 17 714 201 49
50 18 747 200 50
50 19 779 196 50
50 20 810 210 50
50 21 840 209 49
50 22 869 216 50
50 23 897 216 50
50 24 924 218 50
50 25 950 221 47
50 26 975 220 50
50 27 999 223 50
50 28 1022 224 50
50 29 1044 220 50
50 30 1065 224 50
50 31 1085 224 50
50 32 1104 230 47
50 33 1122 228 48
50 34 1139 230 50
50 35 1155 232 50
50 36 1170 235 49
50 37 1184 234 49
50 38 1197 238 49
50 39 1209 237 50
50 40 1220 239 50
50 41 1230 235 50
50 42 1239 242 50
50 43 1247 242 50
50 44 1254 239 50
50 45 1260 240 50
50 46 1265 241 49
50 47 1269 241 50
50 48 1272 242 50
50 49 1274 242 50
50 50 1275 243 50
