80 1 80 80 59
80 2 159 105 61
80 3 237 159 57
80 4 314 215 29
80 5 390 216 58
80 6 465 230 78
80 7 539 236 68
80 8 612 253 70
80 9 684 266 74
80 10 755 277 62
80 11 825 274 79
80 12 894 294 80
80 13 962 297 77
80 14 1029 299 79
80 15 1095 309 71
80 16 1160 315 77
80 17 1224 326 75
80 18 1287 330 72
80 19 1349 329 80
80 20 1410 347 71
80 21 1470 334 79
80 22 1529 346 69
80 23 1587 357 71
80 24 1644 352 80
80 25 1700 366 75
80 26 1755 368 79
80 27 1809 366 78
80 28 1862 365 75
80 29 1914 369 77
80 30 1965 373 76
80 31 2015 374 80
80 32 2064 380 77
80 33 2112 377 80
80 34 2159 380 79
80 35 2205 388 80
80 36 2250 387 78
80 37 2294 388 80
80 38 2337 399 80
80 39 2379 395 80
80 40 2420 400 80
80 41 2460 401 77
80 42 2499 403 80
80 43 2537 404 79
80 44 2574 408 79
80 45 2610 416 80
80 46 2645 413 78
80 47 2679 410 80
80 48 2712 414 80
80 49 2744 409 80
80 50 2775 412 79
80 51 2805 414 80
80 52 2834 418 78
80 53 2862 419 79
80 54 2889 417 78
80 55 2915 415 80
80 56 2940 419 79
80 57 2964 421 79
80 58 2987 421 80
80 59 3009 419 79
80 60 3030 421 80
80 61 3050 423 79
80 62 3069 423 80
80 63 3087 423 80
80 64 3104 425 79
80 65 3120 425 80
80 66 3135 428 79
80 67 3149 428 80
80 68 3162 430 80
80 69 3174 431 80
80 70 3185 430 80
80 71 3195 433 80
80 72 3204 433 79
80 73 3212 435 80
80 74 3219 436 80
80 75 3225 438 80
80 76 3230 437 80
80 77 3234 438 80
80 78 3237 439 80
80 79 3239 440 80
80 80 3240 440 80
