60 1 60 60 55
60 2 119 106 51
60 3 177 119 38
60 4 234 143 54
60 5 290 149 46
60 6 345 169 58
60 7 399 176 51
60 8 452 178 60
60 9 504 200 54
60 10 555 206 54
60 11 605 211 57
60 12 654 223 40
60 13 702 223 60
60 14 749 229 58
60 15 795 229 58
60 16 840 243 56
60 17 884 240 56
60 18 927 239 57
60 19 969 247 56
60 20 1010 259 60
60 21 1050 261 55
60 22 1089 260 60
60 23 1127 259 59
60 24 1164 257 53
60 25 1200 267 55
60 26 1235 267 58
60 27 1269 267 60
60 28 1302 273 57
60 29 1334 273 59
60 30 1365 274 60
60 31 1395 274 59
60 32 1424 278 57
60 33 1452 278 60
60 34 1479 284 58
60 35 1505 283 60
60 36 1530 283 60
60 37 1554 286 60
60 38 1577 293 59
60 39 1599 293 59
60 40 1620 288 59
60 41 1640 294 60
60 42 1659 298 59
60 43 1677 293 60
60 44 1694 299 59
60 45 1710 293 58
60 46 1725 299 60
60 47 1739 300 60
60 48 1752 299 60
60 49 1764 297 60
60 50 1775 301 60
60 51 1785 303 60
60 52 1794 303 60
60 53 1802 303 60
60 54 1809 303 60
60 55 1815 303 60
60 56 1820 303 60
60 57 1824 303 60
60 58 1827 303 60
60 59 1829 303 60
60 60 1830 303 60
